;product;area;room;bath;garage;adress;price
6;Casa com 5 Quartos para Aluguel, 280m²;85 m²;5 Quartos;4 Banheiros;2 Vagas;Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 2.000 /dia
7;Casa com 5 Quartos para Venda/Aluguel 323m²;85;5 Quartos;7 Banheiros;2 Vagas;Avenida dos Búzios, 1649 - Jurerê Internacional, Florianópolis - SC;"R$ 16.000 /mês
R$ 3.900.000"
8;Ponto comercial/Loja/Box para Aluguel, 52m²;123 m²;-- Quarto;1 Banheiro;-- Vaga;Rua João Pinto - Centro, Florianópolis - SC;R$ 1.100 /mês
9;Sala/Conjunto para Aluguel, 250m²;123;-- Quarto;2 Banheiros;13 Vagas;Rua Graciliano Manoel Gomes, s/n - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 5.750 /mês
10;Apartamento com 3 Quartos para Aluguel, 83m²;78 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Pirineus - Córrego Grande, Florianópolis - SC;R$ 2.500 /mês
11;Apartamento com Quarto para Aluguel, 31m²;78;1 Quarto;1 Banheiro;1 Vaga;Rua Maria Eduarda - Pantanal, Florianópolis - SC;R$ 2.100 /mês
12;Casa com 5 Quartos para Aluguel, 320m²;280 m²;5 Quartos;5 Banheiros;2 Vagas;Rua das Garoupas, 315 - Jurerê Internacional, Florianópolis - SC;R$ 2.499 /dia
13;Apartamento com 2 Quartos para Aluguel, 59m²;280;2 Quartos;2 Banheiros;1 Vaga;Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC;R$ 1.700 /mês
14;Sobrado com 3 Quartos para Aluguel, 200m²;323 m²;3 Quartos;2 Banheiros;-- Vaga;Pântano do Sul, Florianópolis - SC;R$ 550 /dia
15;Casa com 2 Quartos para Aluguel, 60m²;323;2 Quartos;1 Banheiro;-- Vaga;Campeche, Florianópolis - SC;R$ 3.800 /mês
16;Ponto comercial/Loja/Box para Aluguel, 44m²;52 m²;-- Quarto;1 Banheiro;-- Vaga;Avenida Prefeito Acácio Garibaldi S. Thiago - Lagoa da Conceição, Florianópolis - SC;R$ 2.000 /mês
17;Sala/Conjunto para Aluguel, 34m²;52;-- Quarto;-- Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 1.150 /mês
18;Casa com 3 Quartos para Aluguel, 115m²;250 m²;3 Quartos;2 Banheiros;2 Vagas;Rua Apóstolo Paschoal - Canasvieiras, Florianópolis - SC;R$ 1.200 /dia
19;Casa com 2 Quartos para Aluguel, 70m²;250;2 Quartos;1 Banheiro;1 Vaga;Rua das Baleias Franca, 427 - Jurerê, Florianópolis - SC;R$ 320 /dia
20;Apartamento com Quarto para Aluguel, 50m²;83 m²;1 Quarto;1 Banheiro;1 Vaga;Rua Joel Moura, 125 - Canasvieiras, Florianópolis - SC;R$ 330 /dia
21;Apartamento com 3 Quartos para Aluguel, 145m²;83;3 Quartos;3 Banheiros;2 Vagas;Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.400 /dia
22;Apartamento com Quarto para Aluguel, 70m²;31 m²;1 Quarto;1 Banheiro;2 Vagas;Rua do Farol - Campeche, Florianópolis - SC;R$ 1.980 /mês
23;Casa com 7 Quartos para Aluguel, 350m²;31;7 Quartos;7 Banheiros;26 Vagas;Lagoa da Conceição, Florianópolis - SC;R$ 15.000 /mês
24;Casa com 9 Quartos para Aluguel, 720m²;320 m²;9 Quartos;13 Banheiros;-- Vaga;Lagoa da Conceição, Florianópolis - SC;R$ 55.000 /mês
25;Imóvel comercial para Aluguel, 800m²;320;-- Quarto;4 Banheiros;15 Vagas;Centro, Florianópolis - SC;R$ 28.500 /mês
26;Apartamento com 2 Quartos para Aluguel, 84m²;59 m²;2 Quartos;2 Banheiros;1 Vaga;Travessa José Antônio de Lima, 170 - Itacorubi, Florianópolis - SC;R$ 2.400 /mês
27;Apartamento com 3 Quartos para Aluguel, 107m²;59;3 Quartos;1 Banheiro;2 Vagas;Joao Paulo, Florianópolis - SC;R$ 2.300 /mês
28;Ponto comercial/Loja/Box para Aluguel, 10m²;200 m²;-- Quarto;-- Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 962 /mês
29;Sala/Conjunto para Aluguel, 30m²;200;-- Quarto;1 Banheiro;-- Vaga;Rua Lauro Linhares - Trindade, Florianópolis - SC;R$ 800 /mês
30;Casa com 2 Quartos para Aluguel, 80m²;60 m²;2 Quartos;1 Banheiro;1 Vaga;Rio Tavares, Florianópolis - SC;R$ 2.100 /mês
31;Apartamento com 2 Quartos à Venda/Aluguel 67m²;60;2 Quartos;2 Banheiros;1 Vaga;Rua Orlando Odilio Koerich, 201 - Jardim Atlântico, Florianópolis - SC;"R$ 3.426 /mês
R$ 857.000"
32;Apartamento com 3 Quartos para Aluguel, 107m²;44 m²;3 Quartos;1 Banheiro;2 Vagas;Estreito, Florianópolis - SC;R$ 3.850 /mês
33;Casa com 2 Quartos para Aluguel, 88m²;44;2 Quartos;1 Banheiro;1 Vaga;Rua Conde Afonso Celso, 197 - Capoeiras, Florianópolis - SC;R$ 1.800 /mês
34;Apartamento com Quarto para Aluguel, 21m²;34 m²;1 Quarto;1 Banheiro;-- Vaga;Rodovia Admar Gonzaga, 600 - Itacorubi, Florianópolis - SC;R$ 2.563 /mês
35;Casa com 4 Quartos para Aluguel, 350m²;34;4 Quartos;5 Banheiros;2 Vagas;Rua das Algas - Jurerê Internacional, Florianópolis - SC;R$ 18.000 /mês
0;Casa com 2 Quartos para Aluguel, 88m²;88 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Conde Afonso Celso, 197 - Capoeiras, Florianópolis - SC;R$ 1.800 /mês
1;Ponto comercial/Loja/Box para Aluguel, 462m²;88;-- Quarto;3 Banheiros;8 Vagas;Pantanal, Florianópolis - SC;R$ 7.000 /mês
2;Apartamento com Quarto para Aluguel, 21m²;462 m²;1 Quarto;1 Banheiro;-- Vaga;Rodovia Admar Gonzaga, 600 - Itacorubi, Florianópolis - SC;R$ 2.563 /mês
3;Sala/Conjunto para Aluguel, 64m²;462;-- Quarto;-- Banheiro;1 Vaga;Avenida Rio Branco - Centro, Florianópolis - SC;R$ 2.000 /mês
4;Casa com 4 Quartos para Aluguel, 431m²;21 m²;4 Quartos;5 Banheiros;2 Vagas;Centro, Florianópolis - SC;R$ 12.000 /mês
5;Casa com 4 Quartos para Aluguel, 350m²;21;4 Quartos;5 Banheiros;2 Vagas;Rua das Algas - Jurerê Internacional, Florianópolis - SC;R$ 18.000 /mês
6;Apartamento com 2 Quartos para Aluguel, 90m²;64 m²;2 Quartos;3 Banheiros;1 Vaga;Rua Lázaro de Oliveira Souza, 930 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 2.200 /mês
7;Apartamento com 3 Quartos para Aluguel, 58m²;64;3 Quartos;1 Banheiro;1 Vaga;Rua Jornalista Orion Augusto Platt - Jardim Atlântico, Florianópolis - SC;R$ 1.600 /mês
8;Apartamento com 2 Quartos para Aluguel, 59m²;431 m²;2 Quartos;1 Banheiro;-- Vaga;Rua Álvaro de Carvalho - Centro, Florianópolis - SC;R$ 1.490 /mês
9;Casa com 3 Quartos para Aluguel, 300m²;431;3 Quartos;4 Banheiros;4 Vagas;Rua Madalena Barbi, 197 - Centro, Florianópolis - SC;R$ 8.500 /mês
10;Apartamento com 3 Quartos para Aluguel, 115m²;350 m²;3 Quartos;2 Banheiros;3 Vagas;Rua Douglas Seabra Levier, 163 - Trindade, Florianópolis - SC;R$ 2.500 /mês
11;Ponto comercial/Loja/Box para Aluguel, 70m²;350;-- Quarto;1 Banheiro;2 Vagas;Jurerê, Florianópolis - SC;R$ 4.999 /mês
12;Apartamento com Quarto para Aluguel, 34m²;90 m²;1 Quarto;1 Banheiro;-- Vaga;Servidão José Ventura - Trindade, Florianópolis - SC;R$ 740 /mês
13;Casa com 3 Quartos para Aluguel, 117m²;90;3 Quartos;2 Banheiros;2 Vagas;Rua Acari Silva - Santa Mônica, Florianópolis - SC;R$ 3.320 /mês
14;Apartamento com 2 Quartos para Aluguel, 215m²;58 m²;2 Quartos;3 Banheiros;2 Vagas;Morro das Pedras, Florianópolis - SC;R$ 13.000 /mês
15;Apartamento com 4 Quartos para Aluguel, 112m²;58;4 Quartos;2 Banheiros;3 Vagas;Servidão João Januário do Nascimento, 45 - Barra da Lagoa, Florianópolis - SC;R$ 700 /dia
16;Apartamento com 3 Quartos para Aluguel, 108m²;59 m²;3 Quartos;2 Banheiros;2 Vagas;Parque São Jorge, Florianópolis - SC;R$ 3.700 /mês
17;Apartamento com 2 Quartos para Aluguel, 70m²;59;2 Quartos;1 Banheiro;1 Vaga;Rua Apóstolo Paschoal, 1269 - Canasvieiras, Florianópolis - SC;R$ 400 /dia
18;Apartamento com 3 Quartos para Venda/Aluguel 78m²;300 m²;3 Quartos;2 Banheiros;1 Vaga;Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC;"R$ 2.300 /mês
R$ 570.000"
19;Casa com 4 Quartos para Aluguel, 258m²;300;4 Quartos;5 Banheiros;4 Vagas;Rua Douglas Seabra Levier, 228 - Carvoeira, Florianópolis - SC;R$ 9.900 /mês
20;Apartamento com 2 Quartos para Aluguel, 64m²;115 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Graciliano Manoel Gomes, 25 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.600 /mês
21;Apartamento com 2 Quartos para Aluguel, 62m²;115;2 Quartos;2 Banheiros;1 Vaga;Rodovia Tertuliano Brito Xavier, 688 - Canasvieiras, Florianópolis - SC;R$ 410 /dia
22;Casa com 6 Quartos para Aluguel, 850m²;70 m²;6 Quartos;4 Banheiros;-- Vaga;Rua dos Aruanãs, 135 - Jurerê Internacional, Florianópolis - SC;R$ 5.500 /dia
23;Apartamento com 2 Quartos à Venda/Aluguel 76m²;70;2 Quartos;3 Banheiros;1 Vaga;Rua Presidente Nereu Ramos, 160 - Centro, Florianópolis - SC;"R$ 8.124 /mês
R$ 2.031.000"
24;Sobrado com 2 Quartos para Aluguel, 75m²;34 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Jurerê Tradicional, 167 - Jurerê, Florianópolis - SC;R$ 450 /dia
25;Apartamento com Quarto para Aluguel, 55m²;34;1 Quarto;1 Banheiro;1 Vaga;Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC;R$ 2.500 /mês
26;Apartamento com 2 Quartos para Aluguel, 78m²;117 m²;2 Quartos;2 Banheiros;2 Vagas;Rua Linda Estrela do Mar - Rio Tavares, Florianópolis - SC;R$ 3.900 /mês
27;Apartamento com 3 Quartos para Aluguel, 95m²;117;3 Quartos;2 Banheiros;2 Vagas;Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC;R$ 2.900 /mês
28;Imóvel comercial para Aluguel, 40m²;215 m²;-- Quarto;1 Banheiro;-- Vaga;Centro, Florianópolis - SC;R$ 1.250 /mês
29;Imóvel comercial para Aluguel, 32m²;215;-- Quarto;1 Banheiro;1 Vaga;Canto, Florianópolis - SC;R$ 1.641 /mês
30;Casa com 3 Quartos para Aluguel, 313m²;112 m²;3 Quartos;4 Banheiros;4 Vagas;Avenida dos Búzios, 2389 - Jurerê Internacional, Florianópolis - SC;R$ 16.000 /mês
31;Apartamento com Quarto para Aluguel, 48m²;112;1 Quarto;1 Banheiro;1 Vaga;Cachoeira do Bom Jesus, Florianópolis - SC;R$ 360 /dia
32;Apartamento com 3 Quartos para Aluguel, 124m²;108 m²;3 Quartos;4 Banheiros;2 Vagas;Córrego Grande, Florianópolis - SC;R$ 7.200 /mês
33;Apartamento com 2 Quartos para Aluguel, 54m²;108;2 Quartos;1 Banheiro;1 Vaga;Rua Apóstolo Paschoal, 859 - Canasvieiras, Florianópolis - SC;R$ 550 /dia
34;Apartamento com 3 Quartos para Aluguel, 89m²;70 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Desembargador Urbano Salles - Centro, Florianópolis - SC;R$ 2.600 /mês
35;Apartamento com 3 Quartos para Aluguel, 140m²;70;3 Quartos;3 Banheiros;2 Vagas;Avenida Luiz Boiteux Piazza - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 1.500 /dia
0;Casa com 2 Quartos para Venda/Aluguel 90m²;90 m²;2 Quartos;2 Banheiros;1 Vaga;Ribeirão da Ilha, Florianópolis - SC;"R$ 3.000 /mês
R$ 460.000"
1;Apartamento com 3 Quartos para Aluguel, 120m²;90;3 Quartos;1 Banheiro;1 Vaga;Centro, Florianópolis - SC;R$ 2.300 /mês
2;Apartamento com 2 Quartos para Aluguel, 78m²;120 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Linda Estrela do Mar - Rio Tavares, Florianópolis - SC;R$ 4.800 /mês
3;Imóvel comercial com 5 Quartos para Aluguel, 850m²;120;5 Quartos;6 Banheiros;6 Vagas;Santa Mônica, Florianópolis - SC;R$ 20.000 /mês
4;Apartamento com 2 Quartos para Aluguel, 72m²;78 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Duarte Schutel - Centro, Florianópolis - SC;R$ 2.400 /mês
5;Casa com 4 Quartos para Aluguel, 350m²;78;4 Quartos;3 Banheiros;2 Vagas;Rua Osvaldo Calixto de Lima, 79 - Joao Paulo, Florianópolis - SC;R$ 9.800 /mês
6;Galpão/Depósito/Armazém para Aluguel, 150m²;850 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Divino Espírito Santo - Rio Tavares, Florianópolis - SC;R$ 3.500 /mês
7;Casa com 3 Quartos para Aluguel, 100m²;850;3 Quartos;3 Banheiros;3 Vagas;Rua do Marisco, 138 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.200 /dia
8;Apartamento com 2 Quartos para Aluguel, 234m²;72 m²;2 Quartos;2 Banheiros;1 Vaga;Rodovia Tertuliano Brito Xavier, 3217 - Canasvieiras, Florianópolis - SC;R$ 799 /dia
9;Sala/Conjunto para Venda/Aluguel 203m²;72;-- Quarto;2 Banheiros;3 Vagas;Rodovia José Carlos Daux - Saco Grande, Florianópolis - SC;"R$ 9.000 /mês
R$ 2.334.500"
10;Casa com 2 Quartos para Aluguel, 100m²;350 m²;2 Quartos;2 Banheiros;1 Vaga;Servidão Caminho da Cruz - Monte Verde, Florianópolis - SC;R$ 2.500 /mês
11;Casa com 2 Quartos para Aluguel, 83m²;350;2 Quartos;2 Banheiros;-- Vaga;Rua Doutor Antônio Prudente de Moraes, 760 - Canasvieiras, Florianópolis - SC;R$ 400 /dia
12;Apartamento com Quarto para Aluguel, 51m²;150 m²;1 Quarto;1 Banheiro;1 Vaga;Estrada Vereador Onildo Lemos - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 260 /dia
13;Casa com 4 Quartos para Aluguel, 100m²;150;4 Quartos;2 Banheiros;3 Vagas;Rua da Concórdia - Balneário, Florianópolis - SC;R$ 2.950 /mês
14;Sala/Conjunto para Aluguel, 32m²;100 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Esteves Júnior, 50 - Centro, Florianópolis - SC;R$ 1.100 /mês
15;Casa com 2 Quartos para Aluguel, 48m²;100;2 Quartos;1 Banheiro;-- Vaga;Rua José Boiteux - Centro, Florianópolis - SC;R$ 1.600 /mês
16;Prédio/Edifício inteiro para Aluguel, 839m²;234 m²;-- Quarto;7 Banheiros;6 Vagas;Rua Desembargador Arno Hoeschl, 0 - Centro, Florianópolis - SC;R$ 55.000 /mês
17;Apartamento com Quarto para Aluguel, 44m²;234;1 Quarto;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.300 /mês
18;Imóvel comercial para Aluguel, 244m²;203 m²;-- Quarto;1 Banheiro;1 Vaga;Canto, Florianópolis - SC;R$ 2.445 /mês
19;Apartamento com 4 Quartos para Aluguel, 250m²;203;4 Quartos;5 Banheiros;3 Vagas;Rua Luiz Delfino - Centro, Florianópolis - SC;R$ 8.500 /mês
20;Apartamento com 2 Quartos para Aluguel, 89m²;100 m²;2 Quartos;3 Banheiros;1 Vaga;Avenida das Raias, 354 - Jurerê Internacional, Florianópolis - SC;R$ 7.200 /mês
21;Kitnet/Conjugado com Quarto para Aluguel, 30m²;100;1 Quarto;1 Banheiro;-- Vaga;Carvoeira, Florianópolis - SC;R$ 1.000 /mês
22;Apartamento com 3 Quartos para Aluguel, 109m²;83 m²;3 Quartos;2 Banheiros;1 Vaga;Avenida Hercílio Luz - Centro, Florianópolis - SC;R$ 2.350 /mês
23;Casa com 6 Quartos para Aluguel, 120m²;83;6 Quartos;2 Banheiros;4 Vagas;Rua Doutor Antônio Prudente de Moraes - Canasvieiras, Florianópolis - SC;R$ 2.500 /dia
24;Ponto comercial/Loja/Box à Venda/Aluguel 460m²;51 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Vidal Ramos - Centro, Florianópolis - SC;"R$ 10.000 /mês
R$ 1.800.000"
25;Apartamento com 2 Quartos para Aluguel, 72m²;51;2 Quartos;1 Banheiro;-- Vaga;Rua Douglas Seabra Levier - Trindade, Florianópolis - SC;R$ 2.200 /mês
26;Sala/Conjunto para Aluguel, 30m²;100 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Campolino Alves - Capoeiras, Florianópolis - SC;R$ 850 /mês
27;Apartamento com 2 Quartos para Aluguel, 98m²;100;2 Quartos;3 Banheiros;2 Vagas;Campeche, Florianópolis - SC;R$ 10.000 /mês
28;Sala/Conjunto para Aluguel, 53m²;32 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Jerônimo Coelho, 383 - Centro, Florianópolis - SC;R$ 1.500 /mês
29;Apartamento com 3 Quartos para Aluguel, 119m²;32;3 Quartos;3 Banheiros;1 Vaga;Centro, Florianópolis - SC;R$ 5.000 /mês
30;Apartamento com 3 Quartos para Aluguel, 102m²;48 m²;3 Quartos;3 Banheiros;1 Vaga;Avenida Prefeito Osmar Cunha, 105 - Centro, Florianópolis - SC;R$ 2.280 /mês
31;Casa com 3 Quartos para Aluguel, 150m²;48;3 Quartos;2 Banheiros;-- Vaga;Itacorubi, Florianópolis - SC;R$ 5.900 /mês
32;Apartamento com 2 Quartos para Aluguel, 69m²;839 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Deputado Antônio Edu Vieira, 200 - Pantanal, Florianópolis - SC;R$ 2.700 /mês
33;Apartamento com 3 Quartos para Aluguel, 205m²;839;3 Quartos;2 Banheiros;3 Vagas;Rua Souza Dutra, 640 - Estreito, Florianópolis - SC;R$ 3.500 /mês
34;Apartamento com 2 Quartos à Venda/Aluguel 90m²;44 m²;2 Quartos;2 Banheiros;2 Vagas;Rua Desembargador Arno Hoeschl, 290 - Centro, Florianópolis - SC;"R$ 8.344 /mês
R$ 2.086.000"
35;Casa com 2 Quartos para Aluguel, 75m²;44;2 Quartos;1 Banheiro;1 Vaga;Servidão Arrastão, 233 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.900 /mês
0;Apartamento com 3 Quartos para Aluguel, 205m²;205 m²;3 Quartos;2 Banheiros;3 Vagas;Rua Souza Dutra, 640 - Estreito, Florianópolis - SC;R$ 3.500 /mês
1;Sala/Conjunto para Aluguel, 30m²;205;-- Quarto;1 Banheiro;-- Vaga;Rua Campolino Alves - Capoeiras, Florianópolis - SC;R$ 850 /mês
2;Casa com 2 Quartos para Aluguel, 75m²;30 m²;2 Quartos;1 Banheiro;1 Vaga;Servidão Arrastão, 233 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 1.900 /mês
3;Apartamento com 2 Quartos à Venda/Aluguel 76m²;30;2 Quartos;3 Banheiros;1 Vaga;Rua Presidente Nereu Ramos, 160 - Centro, Florianópolis - SC;"R$ 7.382 /mês
R$ 1.845.000"
4;Sala/Conjunto para Aluguel, 55m²;75 m²;-- Quarto;1 Banheiro;-- Vaga;Rua Anita Garibaldi - Centro, Florianópolis - SC;R$ 1.300 /mês
5;Casa com 2 Quartos para Aluguel, 80m²;75;2 Quartos;2 Banheiros;1 Vaga;Rua Osvaldo Calixto de Lima, 79 - Joao Paulo, Florianópolis - SC;R$ 3.900 /mês
6;Sala/Conjunto para Aluguel, 42m²;76 m²;-- Quarto;1 Banheiro;1 Vaga;Rua Saldanha Marinho, 374 - Centro, Florianópolis - SC;R$ 950 /mês
7;Apartamento com 2 Quartos para Aluguel, 95m²;76;2 Quartos;2 Banheiros;2 Vagas;Estrada Dom João Becker, 1988 - Ingleses do Rio Vermelho, Florianópolis - SC;R$ 600 /dia
8;Apartamento com 2 Quartos para Aluguel, 68m²;55 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Capitão Romualdo de Barros, 776 - Carvoeira, Florianópolis - SC;R$ 2.100 /mês
9;Apartamento com Quarto para Aluguel, 50m²;55;1 Quarto;1 Banheiro;1 Vaga;Rua Joel Moura, 125 - Canasvieiras, Florianópolis - SC;R$ 330 /dia
10;Apartamento com 2 Quartos para Aluguel, 59m²;80 m²;2 Quartos;1 Banheiro;-- Vaga;Rua Álvaro de Carvalho - Centro, Florianópolis - SC;R$ 1.490 /mês
11;Apartamento com 2 Quartos para Aluguel, 67m²;80;2 Quartos;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.600 /mês
12;Apartamento com Quarto para Aluguel, 55m²;42 m²;1 Quarto;1 Banheiro;-- Vaga;Trindade, Florianópolis - SC;R$ 1.300 /mês
13;Apartamento com Quarto para Aluguel, 35m²;42;1 Quarto;1 Banheiro;-- Vaga;Rua Anita Garibaldi - Centro, Florianópolis - SC;R$ 790 /mês
14;Imóvel comercial para Aluguel, 36m²;95 m²;-- Quarto;1 Banheiro;1 Vaga;Canto, Florianópolis - SC;R$ 2.009 /mês
15;Ponto comercial/Loja/Box para Aluguel, 150m²;95;-- Quarto;2 Banheiros;-- Vaga;Trindade, Florianópolis - SC;R$ 9.500 /mês
16;Apartamento com 2 Quartos para Aluguel, 90m²;68 m²;2 Quartos;2 Banheiros;2 Vagas;Jurerê, Florianópolis - SC;R$ 3.500 /mês
17;Casa com 3 Quartos para Aluguel, 89m²;68;3 Quartos;2 Banheiros;-- Vaga;Servidão Luiz Duarte Soares - São João do Rio Vermelho, Florianópolis - SC;R$ 2.100 /mês
18;Apartamento com 2 Quartos para Aluguel, 61m²;50 m²;2 Quartos;1 Banheiro;-- Vaga;Rua Jade Magalhães, 06 - Centro, Florianópolis - SC;R$ 1.600 /mês
19;Apartamento com 2 Quartos para Aluguel, 77m²;50;2 Quartos;2 Banheiros;1 Vaga;Costeira do Pirajubaé, Florianópolis - SC;R$ 2.500 /mês
20;Apartamento com 3 Quartos para Aluguel, 81m²;59 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Rafael Bandeira - Centro, Florianópolis - SC;R$ 2.800 /mês
21;Apartamento com Quarto para Aluguel, 65m²;59;1 Quarto;1 Banheiro;1 Vaga;Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC;R$ 2.200 /mês
22;Apartamento com Quarto para Aluguel, 44m²;67 m²;1 Quarto;2 Banheiros;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.950 /mês
23;Ponto comercial/Loja/Box para Aluguel, 85m²;67;-- Quarto;-- Banheiro;1 Vaga;Rodovia Jornalista Maurício Sirotsky Sobrinho, 5095 - Jurerê, Florianópolis - SC;R$ 3.500 /mês
24;Apartamento com 2 Quartos para Aluguel, 68m²;55 m²;2 Quartos;2 Banheiros;1 Vaga;Rua Deputado Antônio Edu Vieira, 1798 - Pantanal, Florianópolis - SC;R$ 2.500 /mês
25;Sala/Conjunto à Venda/Aluguel 34m²;55;-- Quarto;1 Banheiro;1 Vaga;Rodovia José Carlos Daux, 5500 - Saco Grande, Florianópolis - SC;"R$ 1.500 /mês
R$ 310.000"
26;Casa com 2 Quartos para Aluguel, 50m²;35 m²;2 Quartos;1 Banheiro;3 Vagas;Campeche, Florianópolis - SC;R$ 2.500 /mês
27;Apartamento com 2 Quartos para Aluguel, 126m²;35;2 Quartos;2 Banheiros;2 Vagas;Avenida Luiz Boiteux Piazza, 3975 - Cachoeira do Bom Jesus, Florianópolis - SC;R$ 700 /dia
28;Casa com 4 Quartos para Aluguel, 600m²;36 m²;4 Quartos;6 Banheiros;4 Vagas;Rua Ari Barroso - Joao Paulo, Florianópolis - SC;R$ 15.000 /mês
29;Apartamento com 2 Quartos para Aluguel, 80m²;36;2 Quartos;2 Banheiros;1 Vaga;Rua Araújo Figueiredo - Centro, Florianópolis - SC;R$ 2.500 /mês
30;Apartamento com 3 Quartos para Aluguel, 110m²;150 m²;3 Quartos;3 Banheiros;1 Vaga;Coqueiros, Florianópolis - SC;R$ 2.450 /mês
31;Casa com 7 Quartos à Venda/Aluguel 1100m²;150;7 Quartos;6 Banheiros;6 Vagas;Rua das Tibiras - Jurerê Internacional, Florianópolis - SC;"R$ 6.000 /dia
R$ 8.500.000"
32;Apartamento com 3 Quartos para Aluguel, 144m²;90 m²;3 Quartos;2 Banheiros;1 Vaga;Rua Esteves Júnior, 458 - Centro, Florianópolis - SC;R$ 6.200 /mês
33;Sala/Conjunto para Aluguel, 35m²;90;-- Quarto;1 Banheiro;-- Vaga;Rua Araújo Figueiredo - Centro, Florianópolis - SC;R$ 600 /mês
34;Apartamento com Quarto para Aluguel, 44m²;89 m²;1 Quarto;1 Banheiro;1 Vaga;Carvoeira, Florianópolis - SC;R$ 1.850 /mês
35;Apartamento com Quarto para Aluguel, 47m²;89;1 Quarto;1 Banheiro;1 Vaga;Rua Jade Magalhães - Centro, Florianópolis - SC;R$ 2.100 /mês
0;Casa com 6 Quartos para Aluguel, 1000m²;1000 m²;6 Quartos;7 Banheiros;-- Vaga;Avenida dos Búzios - Jurerê Internacional, Florianópolis - SC;R$ 66.000 /mês
1;Casa com 2 Quartos para Aluguel, 200m²;1000;2 Quartos;3 Banheiros;4 Vagas;Campeche, Florianópolis - SC;R$ 8.000 /mês
2;Casa com 6 Quartos à Venda/Aluguel 380m²;200 m²;6 Quartos;6 Banheiros;-- Vaga;Rua dos Amborés - Jurerê Internacional, Florianópolis - SC;"R$ 2.500 /dia
R$ 3.450.000"
3;Imóvel comercial para Aluguel, 24m²;200;-- Quarto;1 Banheiro;1 Vaga;Canto, Florianópolis - SC;R$ 1.339 /mês
4;Apartamento com Quarto para Aluguel, 40m²;380 m²;1 Quarto;1 Banheiro;-- Vaga;Lagoa da Conceição, Florianópolis - SC;R$ 650 /mês
5;Apartamento com 2 Quartos para Aluguel, 54m²;380;2 Quartos;1 Banheiro;1 Vaga;Rua Apóstolo Paschoal, 859 - Canasvieiras, Florianópolis - SC;R$ 550 /dia
6;Casa com 4 Quartos para Aluguel, 189m²;24 m²;4 Quartos;2 Banheiros;2 Vagas;Rua Francisco Goulart - Trindade, Florianópolis - SC;R$ 4.500 /mês
7;Casa com 6 Quartos para Aluguel, 900m²;24;6 Quartos;6 Banheiros;7 Vagas;Jurerê Internacional, Florianópolis - SC;R$ 35.000 /mês
8;Casa com 3 Quartos para Aluguel, 160m²;40 m²;3 Quartos;3 Banheiros;3 Vagas;Rua Joaquim Costa - Agronômica, Florianópolis - SC;R$ 5.300 /mês
9;Apartamento com 2 Quartos à Venda/Aluguel 677m²;40;2 Quartos;2 Banheiros;1 Vaga;Rua Orlando Odilio Koerich, 201 - Jardim Atlântico, Florianópolis - SC;"R$ 3.426 /mês
R$ 857.000"
10;Apartamento com 2 Quartos para Aluguel, 88m²;54 m²;2 Quartos;1 Banheiro;1 Vaga;Rua Desembargador Pedro Silva - Coqueiros, Florianópolis - SC;R$ 2.200 /mês
11;Apartamento com Quarto para Aluguel, 50m²;54;1 Quarto;1 Banheiro;1 Vaga;Avenida das Nações, 460 - Canasvieiras, Florianópolis - SC;R$ 280 /dia
