;area;room;bath;garage;price;ext_area;property;zone
1834;649;0;4;1;15000;761;commercial;continental
1835;649;0;4;7;18900;307;commercial;continental
1836;150;6;4;6;150000;150;residential;north
1837;150;1;1;1;1800;58;residential;midtown
1838;58;2;2;1;3426;67;residential;continental
1839;58;1;1;0;900;30;residential;midtown
1840;67;3;2;1;19500;200;residential;north
1841;67;0;0;0;9000;247;commercial;continental
1842;30;0;0;0;18000;200;commercial;midtown
1843;30;0;0;0;26000;800;commercial;midtown
1844;200;6;3;2;75000;10;residential;north
1845;200;1;1;0;10500;35;residential;north
1846;247;4;6;5;210000;450;residential;north
1847;247;1;1;1;1400;40;residential;north
1848;200;2;1;1;1580;72;residential;midtown
1849;200;1;1;0;1500;52;commercial;midtown
1850;800;0;1;0;600;40;commercial;midtown
1851;800;1;1;0;1600;46;residential;midtown
1852;10;0;2;0;10971;182;commercial;midtown
1853;10;0;0;0;6052;67;commercial;midtown
1854;35;1;2;6;4100;120;commercial;continental
1855;35;3;2;2;4000;120;residential;south
1856;450;3;4;2;6200;280;residential;midtown
1857;450;2;2;1;19500;66;residential;north
1858;40;4;4;2;5340;210;residential;north
1859;40;2;2;1;16500;85;residential;north
1861;72;5;6;4;75000;400;residential;north
1862;52;4;5;5;8800;350;residential;midtown
1863;52;5;4;2;34500;250;residential;north
1864;40;2;1;0;1500;80;residential;midtown
1865;40;0;1;1;1905;36;commercial;midtown
1866;46;2;2;2;2700;72;residential;midtown
1867;46;0;1;0;2000;30;commercial;north
1868;182;2;1;1;4000;68;residential;midtown
1869;182;1;2;0;22000;420;residential;midtown
1870;67;4;4;2;117000;280;residential;north
1871;67;1;4;0;14000;245;residential;midtown
1872;67;0;0;0;6052;67;commercial;midtown
1873;67;1;2;6;4100;120;commercial;continental
1874;120;3;2;2;4000;120;residential;south
1875;120;3;4;2;6200;280;residential;midtown
1876;120;2;2;1;19500;66;residential;north
1877;120;4;4;2;5340;210;residential;north
1878;280;2;2;1;16500;85;residential;north
1880;66;5;6;4;75000;400;residential;north
1881;66;4;5;5;8800;350;residential;midtown
1882;210;5;4;2;34500;250;residential;north
1883;210;2;1;0;1500;80;residential;midtown
1884;85;0;1;1;1905;36;commercial;midtown
1885;85;2;2;2;2700;72;residential;midtown
1886;33;0;1;0;2000;30;commercial;north
1887;33;2;1;1;4000;68;residential;midtown
1888;400;1;2;0;22000;420;residential;midtown
1889;400;4;4;2;117000;280;residential;north
1890;350;1;4;0;14000;245;residential;midtown
1891;350;0;0;0;2500;44;commercial;east
1892;250;3;2;2;18000;124;residential;north
1893;250;0;0;1;300;12;commercial;midtown
1894;80;0;1;0;2000;44;commercial;east
1895;80;0;1;0;850;27;commercial;midtown
1896;36;5;7;4;40000;991;residential;north
1897;36;0;2;0;1950;64;commercial;midtown
1898;72;0;1;0;2000;44;commercial;east
1899;72;3;3;2;5350;189;residential;continental
1900;30;0;1;1;1700;35;commercial;midtown
1901;30;3;1;1;1200;70;residential;continental
1902;68;3;2;1;2000;92;residential;continental
1903;68;0;1;0;2600;80;commercial;midtown
1904;420;3;2;3;4000;160;residential;midtown
1905;420;0;3;0;4000;43;commercial;east
1906;280;0;1;0;25000;516;commercial;midtown
1907;280;3;2;2;3350;104;residential;continental
1908;991;5;7;4;40000;991;residential;north
1909;991;0;2;0;1950;64;commercial;midtown
1910;64;0;1;0;2000;44;commercial;east
1911;64;3;1;1;2700;200;residential;midtown
1912;44;3;3;2;5350;189;residential;continental
1913;44;0;1;1;1700;35;commercial;midtown
1914;200;3;1;1;1200;70;residential;continental
1915;200;3;2;1;2000;92;residential;continental
1916;189;0;1;0;2600;80;commercial;midtown
1917;189;3;2;3;4000;160;residential;midtown
1918;35;0;3;0;4000;43;commercial;east
1919;35;0;1;0;25000;516;commercial;midtown
1920;70;3;2;2;3350;104;residential;continental
1921;70;3;1;1;4500;119;residential;midtown
1922;92;0;1;0;2200;80;commercial;midtown
1923;92;6;4;5;30000;10;residential;north
1924;80;1;2;1;2700;55;residential;continental
1925;80;3;3;1;45000;100;residential;north
1926;160;0;2;1;2500;120;commercial;midtown
1927;160;3;5;3;16000;348;residential;midtown
1928;43;2;2;1;2200;60;residential;north
1929;43;2;2;1;54000;120;residential;north
1930;516;3;3;2;5000;189;residential;midtown
1931;516;0;2;0;6400;153;commercial;midtown
1932;104;0;1;1;3700;80;commercial;continental
1934;119;3;1;1;1950;92;residential;midtown
1935;119;0;0;0;3740;103;commercial;midtown
1936;80;0;1;0;1500;121;commercial;continental
1937;80;0;6;0;9998;138;commercial;midtown
1938;10;1;1;1;1000;53;commercial;midtown
1939;10;0;0;0;12000;950;commercial;midtown
1940;55;2;2;1;18000;75;residential;north
1941;55;3;1;1;2600;120;residential;midtown
1942;100;0;1;1;1500;34;commercial;south
1943;100;8;4;6;15000;520;residential;continental
1944;63;2;1;1;3200;63;residential;south
1945;63;5;4;4;12000;335;residential;continental
1946;335;0;1;1;1030;34;commercial;midtown
1947;335;0;1;0;890;17;commercial;midtown
1948;34;0;2;0;2150;80;commercial;north
1949;34;0;3;3;240000;5000;commercial;midtown
1950;17;1;1;1;1250;60;residential;south
1951;17;1;1;1;1000;30;commercial;midtown
1952;80;3;2;2;10800;166;residential;north
1953;80;1;1;1;7500;40;residential;north
1954;5000;0;1;0;1750;54;commercial;continental
1955;5000;0;0;1;4566;70;commercial;continental
1956;60;0;1;1;990;32;commercial;midtown
1957;60;1;1;0;1600;30;residential;south
1958;30;1;1;0;1450;19;residential;continental
1959;30;4;6;4;240030;250;residential;north
1960;166;3;2;1;3500;104;residential;continental
1961;166;1;1;0;1480;37;residential;midtown
1962;40;0;1;0;1800;30;commercial;midtown
1963;40;0;1;1;1507;25;commercial;continental
1964;54;4;4;6;36000;200;residential;north
1965;54;2;2;2;2490;68;residential;midtown
1966;70;0;1;1;900;33;commercial;midtown
1968;32;3;4;2;150000;300;residential;north
1969;32;0;0;1;300;12;commercial;midtown
1970;30;0;1;0;2500;70;commercial;midtown
1971;30;0;1;1;4200;56;commercial;north
1972;19;0;1;0;490;40;commercial;midtown
1973;19;2;1;1;6000;60;residential;north
1974;250;1;1;1;1800;30;residential;midtown
1975;250;3;1;1;1700;64;residential;midtown
1976;104;0;1;0;1980;60;commercial;continental
1977;104;0;0;1;1340;24;commercial;continental
1978;37;2;1;1;13500;100;residential;north
1979;37;8;4;0;2900;50;commercial;continental
1980;88;2;3;1;2550;88;residential;continental
1981;88;1;1;1;1800;30;residential;midtown
1982;30;3;1;1;1700;64;residential;midtown
1983;30;3;1;1;1950;92;residential;midtown
1984;64;0;1;0;1980;60;commercial;continental
1985;64;0;0;1;1340;24;commercial;continental
1986;92;2;1;1;13500;100;residential;north
1987;92;8;4;0;2900;50;commercial;continental
1988;60;4;4;3;12000;405;residential;midtown
1989;60;0;0;1;2300;349;commercial;continental
1990;24;0;0;0;7100;153;commercial;midtown
1991;24;0;1;1;2500;51;commercial;midtown
1992;100;1;1;0;700;25;commercial;continental
1993;100;1;1;0;2700;37;residential;continental
1994;50;2;2;1;2880;65;residential;midtown
1995;50;0;1;0;690;17;commercial;midtown
1996;405;0;0;0;9574;106;commercial;midtown
1997;405;0;2;0;27000;344;commercial;midtown
1998;349;0;3;0;8000;100;commercial;midtown
1999;349;0;2;3;10000;230;commercial;continental
2000;153;2;2;1;2300;60;residential;midtown
2001;153;0;0;1;1150;40;commercial;continental
2002;51;2;2;1;2800;91;residential;midtown
2003;51;0;2;0;26000;436;commercial;midtown
2004;25;3;3;5;45900;90;residential;north
2005;25;0;0;1;1700;30;commercial;midtown
2006;37;3;3;2;3900;127;residential;midtown
2007;37;0;2;0;4000;252;commercial;continental
2008;65;0;1;0;1750;51;commercial;midtown
2009;65;7;7;4;78000;450;residential;north
2010;17;0;0;1;2000;64;commercial;midtown
2011;17;0;1;1;1000;42;commercial;midtown
2012;106;3;3;2;5300;222;residential;continental
2013;106;0;2;0;39600;496;commercial;midtown
2014;344;3;3;2;39000;203;residential;north
2015;344;2;1;0;1800;75;residential;midtown
2016;349;0;0;1;2300;349;commercial;continental
2017;349;0;0;0;7100;153;commercial;midtown
2018;153;0;1;1;2500;51;commercial;midtown
2019;153;1;1;0;700;25;commercial;continental
2020;51;1;1;0;2700;37;residential;continental
2021;51;2;2;1;2880;65;residential;midtown
2022;25;0;1;0;690;17;commercial;midtown
2023;25;0;0;0;9574;106;commercial;midtown
2024;37;0;2;0;27000;344;commercial;midtown
2025;37;0;3;0;8000;100;commercial;midtown
2026;65;0;2;3;10000;230;commercial;continental
2027;65;2;2;1;2300;60;residential;midtown
2028;17;0;0;1;1150;40;commercial;continental
2029;17;2;2;1;2800;91;residential;midtown
2030;106;0;2;0;26000;436;commercial;midtown
2031;106;3;3;5;45900;90;residential;north
2032;344;0;0;1;1700;30;commercial;midtown
2033;344;3;3;2;3900;127;residential;midtown
2034;100;0;2;0;4000;252;commercial;continental
2035;100;0;1;0;1750;51;commercial;midtown
2036;230;7;7;4;78000;450;residential;north
2037;230;0;0;1;2000;64;commercial;midtown
2038;60;0;1;1;1000;42;commercial;midtown
2039;60;3;3;2;5300;222;residential;continental
2040;40;0;2;0;39600;496;commercial;midtown
2041;40;3;3;2;39000;203;residential;north
2042;91;2;1;0;1800;75;residential;midtown
2043;91;0;0;0;700;27;commercial;continental
2044;436;0;1;1;1300;37;commercial;continental
2045;436;1;6;4;27000;667;commercial;midtown
2046;90;1;1;0;12000;60;residential;north
2047;90;0;0;2;4500;55;commercial;midtown
2048;30;3;2;1;15000;90;residential;north
2049;30;0;1;0;4100;80;commercial;continental
2050;127;4;5;2;4200;166;residential;midtown
2051;127;0;0;1;200;24;commercial;continental
2052;50;0;0;2;2900;50;commercial;north
2053;50;3;2;1;2200;100;residential;midtown
2054;100;2;2;2;2400;65;residential;continental
2055;100;2;2;1;9000;85;residential;north
2056;65;0;3;4;240000;5186;commercial;midtown
2057;65;1;1;1;2800;48;commercial;midtown
2058;85;0;3;0;28000;350;commercial;midtown
2059;85;2;2;1;2500;83;residential;continental
2060;5186;0;1;1;3848;64;commercial;continental
2061;5186;1;1;1;1350;58;residential;midtown
2062;48;0;1;1;4169;64;commercial;continental
2064;350;4;6;2;114000;250;residential;north
2065;350;0;1;1;1200;65;commercial;continental
2066;83;0;1;1;1300;29;commercial;continental
2067;83;0;7;9;27800;452;commercial;midtown
2068;64;3;2;0;2800;90;residential;midtown
2069;64;2;2;1;3900;73;residential;midtown
2070;58;4;5;2;180000;500;residential;north
2071;58;0;0;1;300;12;commercial;midtown
2072;64;2;3;2;3000;80;residential;continental
2073;64;4;5;4;12000;320;residential;east
2074;35;3;3;1;2800;81;residential;continental
2075;35;1;1;0;1000;32;residential;continental
2076;250;0;1;1;1149;30;commercial;midtown
2077;250;0;1;0;990;27;commercial;continental
2078;65;0;2;0;2000;69;commercial;midtown
2079;65;6;7;2;90000;400;residential;north
2080;29;3;2;1;2900;94;residential;midtown
2081;29;0;1;1;4566;70;commercial;continental
2082;452;0;2;5;220000;3645;commercial;midtown
2083;452;4;3;1;6900;140;residential;south
2084;90;0;0;1;1500;65;commercial;continental
2085;90;0;1;4;9800;234;commercial;continental
2086;73;3;2;1;2650;154;residential;continental
2087;73;0;6;1;25000;1010;commercial;continental
2088;105;0;2;0;2500;105;commercial;midtown
2089;105;2;2;1;18000;78;residential;north
2090;78;0;1;1;1900;71;commercial;midtown
2091;78;0;1;1;1090;25;commercial;continental
2092;71;0;2;2;14500;213;commercial;midtown
2093;71;0;1;0;1780;85;commercial;midtown
2094;25;0;1;0;10000;686;commercial;midtown
2095;25;2;2;1;14550;70;residential;north
2096;213;1;3;4;5000;278;commercial;midtown
2097;213;0;1;1;4566;70;commercial;continental
2098;85;2;1;1;13500;62;residential;north
2099;85;4;6;6;18000;430;residential;north
2100;686;2;2;2;2800;68;residential;midtown
2101;686;5;6;2;300000;150;residential;north
2102;70;1;1;0;10500;55;residential;north
2103;70;0;1;1;1632;33;commercial;continental
2104;278;0;1;0;8000;110;commercial;midtown
